Gene	Entrez	ID_REF	SHAM_d01_rep1	SHAM_d01_rep2	SHAM_d01_rep3	SHAM_d01_rep4	SHAM_d01_rep5	SHAM_d01_rep6	SHAM_d01_rep7	PR80.6_d01_rep1	PR80.6_d01_rep2	PR80.6_d01_rep3	PR80.6_d01_rep4	PR80.6_d01_rep5	PR80.6_d01_rep6	PR80.6_d01_rep7	PR810_d01_rep1	PR810_d01_rep2	PR810_d01_rep3	PR810_d01_rep4	PR810_d01_rep5	PR810_d01_rep6	PR810_d01_rep7	PR8100_d01_rep1	PR8100_d01_rep2	PR8100_d01_rep3	PR8100_d01_rep4	PR8100_d01_rep5	PR8100_d01_rep6	PR8100_d01_rep7	TX91_d01_rep1	TX91_d01_rep2	TX91_d01_rep3	TX91_d01_rep4	TX91_d01_rep5	TX91_d01_rep6	TX91_d01_rep7	SHAM_d02_rep1	SHAM_d02_rep2	SHAM_d02_rep3	SHAM_d02_rep4	SHAM_d02_rep5	SHAM_d02_rep6	SHAM_d02_rep7	PR810_d02_rep1	PR810_d02_rep2	PR810_d02_rep3	PR810_d02_rep4	PR810_d02_rep5	PR810_d02_rep6	PR810_d02_rep7	PR8100_d02_rep1	PR8100_d02_rep2	PR8100_d02_rep3	PR8100_d02_rep4	PR8100_d02_rep5	PR8100_d02_rep6	PR8100_d02_rep7	TX91_d02_rep1	TX91_d02_rep2	TX91_d02_rep3	TX91_d02_rep4	TX91_d02_rep5	TX91_d02_rep6	TX91_d02_rep7	SHAM_d03_rep1	SHAM_d03_rep2	SHAM_d03_rep3	SHAM_d03_rep4	SHAM_d03_rep5	SHAM_d03_rep6	SHAM_d03_rep7	PR80.6_d03_rep1	PR80.6_d03_rep2	PR80.6_d03_rep3	PR80.6_d03_rep4	PR80.6_d03_rep5	PR80.6_d03_rep6	PR80.6_d03_rep7	PR810_d03_rep1	PR810_d03_rep2	PR810_d03_rep3	PR810_d03_rep4	PR810_d03_rep5	PR810_d03_rep6	PR810_d03_rep7	PR8100_d03_rep1	PR8100_d03_rep2	PR8100_d03_rep3	PR8100_d03_rep4	PR8100_d03_rep5	PR8100_d03_rep6	PR8100_d03_rep7	TX91_d03_rep1	TX91_d03_rep2	TX91_d03_rep3	TX91_d03_rep4	TX91_d03_rep5	TX91_d03_rep6	TX91_d03_rep7	PR80.2_d03_rep1	PR80.2_d03_rep2	PR80.2_d03_rep3	PR80.2_d03_rep4	PR80.2_d03_rep5	PR80.2_d03_rep6	PR80.2_d03_rep7	SHAM_d10_rep1	SHAM_d10_rep2	SHAM_d10_rep3	SHAM_d10_rep4	SHAM_d10_rep5	SHAM_d10_rep6	SHAM_d10_rep7	PR80.6_d10_rep1	PR80.6_d10_rep2	PR80.6_d10_rep3	PR80.6_d10_rep4	PR80.6_d10_rep5	PR80.6_d10_rep6	PR80.6_d10_rep7	PR80.2_d10_rep1	PR80.2_d10_rep2	PR80.2_d10_rep3	PR80.2_d10_rep4	PR80.2_d10_rep5	PR80.2_d10_rep6	PR80.2_d10_rep7	TX91_d10_rep1	TX91_d10_rep2	TX91_d10_rep3	TX91_d10_rep4	TX91_d10_rep5	TX91_d10_rep6	TX91_d10_rep7
Ampd3	11717	ILMN_1212698	-0.012085915	-0.07017708	0.002944946	-0.047996044	-0.046524048	-0.20245981	0.05893898	-0.16919804	-0.063088894	-0.040655613	-0.039961815	0.06322241	-0.04585457	-0.05712557	0.053369522	-0.11910629	0.052182674	0.02599287	0.014489174	-0.012043953	0.019260883	-0.034840107	0.16125298	0.14088964	-0.012790203	-0.002678871	-0.13733721	-0.003356457	-0.25931692	0.24514008	-0.12457037	-0.030472279	0.21904087	-0.14872408	0.026429653	0.101511955	-0.10336542	0.045217037	-0.00289917	0.14616728	0.21157265	0.1848402	0.12116909	0.39295673	0.014631271	0.01050806	0.18080997	0.10343647	0.103827	0.10992432	-0.035658836	0.18805742	0.13589287	-0.003356457	-0.006594181	0.002678871	0.007947445	0.10581303	-0.041916847	0.011474609	0.18834496	-0.08208752	-0.02921629	-0.0945425	-0.025773525	-0.052197456	0.2132988	-0.030451298	0.31228733	0.18890047	-0.05660534	-0.08838892	0.015616417	0.066022396	-0.050283432	0.14535332	0.40423298	-0.08997393	-0.08010912	-0.055143833	-0.02972889	-0.10177517	0.29591322	0.057685852	-0.013102055	0.0519619	-0.110023975	0.061504364	0.013801575	0.05973625	0.10248232	0.060388565	0.04041958	0.048121452	-0.04144764	0.041889668	-0.005927086	0.023557186	-0.21746588	-0.06631231	0.07643175	-0.087828636	0.041261673	-0.096809864	-0.03316593	-0.063744545	-0.12585592	-0.05375147	-0.012832165	-0.12685537	0.049764156	-0.05601597	-0.0620718	-0.006498337	-0.096158504	0.074602604	-0.005060673	-0.1070838	-0.017385006	-0.23840046	0.033355236	-0.05101347	-0.05342102	0.05553913	-0.13086557	-0.17707062	-0.16894484	-0.16596174	-0.03136778	-0.022604942	0.039292812	-0.10920715	0.038518906
Hba-a1	15122	ILMN_1212702	-0.3665676	-0.9420996	-0.7222614	-0.018166542	0.002479553	0.7123642	-0.60851574	-0.36552238	-0.73564816	-0.7202501	0.42315578	0.421093	0.09395218	-0.4388857	0.09395218	-0.08821106	-0.002479553	0.30238056	0.47447872	1.325551	0.26123428	0.017377853	0.072927475	-0.3981676	-0.11370373	0.16865158	0.4188633	-0.2589569	0.11974335	-0.32934952	-0.24000168	0.20546722	0.9229021	0.22150993	0.36885834	1.136796	-0.42928314	0.25784683	-1.410079	1.3410273	0.57865334	0.50420666	0.1992073	-1.4151688	0.13069916	0.66294384	0.16282749	-0.056736946	0.50420666	0.4443388	0.27794838	0.77051926	-0.26404762	1.1305637	1.002841	0.5397682	-0.3274088	-0.75303936	0.48123932	-0.87243557	0.06773281	0.18661308	0.50192547	0.7507324	1.219163	1.0739155	0.32043552	0.6447401	-0.12918758	0.37492466	0.7177572	1.1749601	0.45418644	0.17016888	1.0933323	0.46972656	0.4105053	-2.3693953	-1.0865288	-0.70320034	-0.24769497	-1.1040545	-2.9175024	-1.9079742	-0.006055832	0.24276829	-1.0246983	-0.6332941	0.46972656	0.1976862	0.12511635	-0.45317078	-0.77714634	0.56861305	0.6038885	-0.20981884	-0.60783195	-0.8750715	-0.40347195	0.43790054	0.37866306	-0.045407295	0.32979584	-0.045407295	0.46541023	-0.027823448	0.7033262	0.86555386	0.79020405	0.8071251	0.07673645	0.3131857	-1.0173731	-0.8836479	-0.3415289	-0.63633823	-0.3497696	-0.45733356	-0.23487473	-0.014798164	0.12645435	-0.75303936	0.1614542	-0.3039055	-0.5836687	-0.6431112	-0.9420996	-0.08599281	0.35307598	-0.48737717	-0.27708244	-0.02435875	-0.20005703
Kras	16653	ILMN_1212703	0.17437744	-0.009473801	0.39548683	0.30198956	0.41421032	0.15820122	0.07906151	0.11959076	0.07228565	0.699831	-0.004597664	0.38365364	0.15916538	0.09770012	-0.035461426	0.035770416	0.4152279	0.29308987	0.24957752	0.18917656	0.15485764	-0.023684502	0.06430721	0.39657497	0.36969376	0.24095917	0.03492546	0.31966972	0.087566376	-0.1397295	0.5142689	0.2780218	0.32197762	0.31453037	0.19193268	-0.44251347	0.043334007	-0.07085419	0.11550331	-0.41630077	-0.20282364	0.17333221	-0.1950903	-0.033138275	-0.17381477	-0.44692135	-0.25565624	-0.4582672	0.01620102	-0.29711056	-0.18820095	-0.2145567	-0.074502945	-0.4582672	-0.21250916	-0.22411728	-0.4115076	0.13060856	-0.30731678	-0.07802105	-0.5165777	-0.19950199	-0.05800152	0.10426617	0.39102268	0.50368595	0.2248249	0.14426231	0.23511887	-0.29899406	0.002333641	0.25899315	0.31453037	0.10586262	0.004725456	-0.0948019	-0.39662457	-0.006158829	0.2572403	0.16732693	0.1487112	-0.12713337	-0.078793526	-0.202178	-0.03694153	0.07313728	0.063349724	-0.050840378	-0.2610464	-0.23928356	-0.53937626	-0.09564018	0.10182667	0.27196884	0.25244522	-0.09180546	-0.14048195	-0.34931278	0.030676842	-0.13057613	0.076480865	-0.06477642	0.09848118	0.23226452	-0.016774178	0.017746925	-0.07520676	0.31249905	-0.043768883	0.11550331	0.4152279	0.11470413	0.05906868	-0.1327076	0.083441734	-0.2321577	-0.0759058	0.13988209	-0.0948019	0.15305042	-0.12915707	0.1611042	0.21249104	0.3599949	0.2950554	-0.12640095	0.08836937	-0.074502945	0.17333221	-0.30156803	0.12474632	0.2729025	0.083441734
Rasef	242505	ILMN_1212704	0.09057045	0.10796785	0.06313133	0.18796301	0.099081516	-0.10733938	-0.04202175	0.03843212	0.5307808	0.011897087	-0.05545473	0.016377926	-0.07280588	0.13520288	0.010557652	0.1621089	0.3073678	0.060729504	0.016688824	-0.038891792	0.032564163	0.09957218	0.43209505	0.13100529	0.18198729	0.08119249	-0.031171322	0.14898205	0.14431477	0.17938375	0.11571026	-0.001584053	0.060591698	0.021081924	0.021600723	-0.23973942	0.035881996	-0.050619602	-0.005448341	-0.046981335	-0.06656265	-0.031386852	-0.30744028	-0.22304392	0.09759855	-0.0796895	-0.119404316	-0.08149052	-0.19375134	-0.19613075	-0.24811077	0.040418148	-0.021277905	-0.08535385	-0.057940006	0.11870432	-0.26010084	0.013398647	-0.007031918	-0.08481693	-1.07E-04	0.014293671	0.03072977	0.046369553	0.116167545	-0.096096516	0.047092438	-0.17134094	0.21063185	-0.027533531	0.07435274	0.18736172	-0.078979015	0.003317833	-0.08429861	0.37863016	0.1483531	0.022054195	0.027164936	-0.08121824	0.02431631	0.15365505	0.6380172	-0.13089943	-0.05627632	0.10107708	-0.04067707	1.07E-04	-0.040329456	0.30855036	-0.21121883	-0.117640495	0.1363697	-0.14714622	-0.05095768	0.20523834	0.55059004	0.30331278	-0.17594862	0.08313179	-0.087278366	-0.06669426	0.07849264	-0.08739376	-0.086253166	-0.13194275	0.042439938	-0.015352249	-0.089212894	0.025465965	-0.12889147	-0.052489758	-0.18295765	-0.14972878	-0.044255257	-0.07462072	-0.039625168	-0.17029667	-0.16029167	-0.103759766	0.15429783	-0.050872803	-0.09277773	-0.09710264	-0.15257215	-0.039069176	-0.021950722	0.019116879	-0.07152462	-0.056849003	0.08379078	-0.037378788	-0.01426363
Prss23	76453	ILMN_1212708	-0.004612923	-0.07995033	-0.033812046	0.045155525	0.048410892	-0.052610874	-0.09098387	0.116615295	0.04950571	0.1850667	-0.07555485	0.059031487	0.015537262	-0.050347805	0.024796486	-0.06046152	0.06918144	0.069556236	-0.046774387	0.022831917	-0.0896039	-0.040506363	-0.028810501	-0.07598925	0.04284334	-0.009903431	0.053441048	-0.0695529	0.029026985	-0.13822031	0.06649256	-0.045267105	-0.001367569	0.02211237	-0.06332493	0.108020306	0.341527	-0.005216599	-0.006504536	0.13717747	0.1850667	0.10551882	0.18301344	-0.08249664	0.07449818	-0.13497972	-0.03377819	0.062722206	-0.013097286	-0.03445959	-0.12247133	0.05376339	0.083360195	0.037513256	-0.26608324	-0.15928078	0.14665127	-0.21659803	0.08815956	0.03444767	0.46073484	0.050936222	0.13847113	-0.03812027	-0.028446674	0.06838751	-0.1218071	-0.06452131	0.033518314	0.005637169	0.07459831	0.025055885	-0.05036497	-0.14233541	0.004664421	-0.0651741	0.039382458	-0.12635946	-0.08728218	-0.049247265	-0.10841799	0.0475173	0.08096981	0.03281021	-0.050430298	-0.17685032	-0.04296398	0.07518864	0.018555641	0.20629644	-0.055267334	0.020088196	-0.03204727	-0.06433916	-0.012543678	-0.1481247	0.18126774	-0.008248806	-0.14459372	-0.09533644	0.004572868	-0.020468712	0.13500023	-0.088691235	-0.08771753	-0.060541153	-0.015591621	-0.02374363	0.12523985	-0.08254099	-0.036582947	0.003091335	-0.07071638	0.11049461	-0.10306263	-0.060426235	-0.11512852	-0.087750435	0.02395773	-0.12893534	-0.07282972	-0.058345795	0.009542942	-0.16243076	-0.16941309	0.010750771	-0.12796831	-0.02200079	-0.017355442	-0.027060509	-0.041241646	-0.07164955	-0.006664276
Hsd17b11		ILMN_1212711	0.007397175	-0.03874302	-0.080133915	0.34815836	0.1529975	0.19926834	-0.11336279	0.18098736	-0.06665373	0.12047815	0.2245369	0.11306	0.046529293	0.36461544	0.1678729	-0.13069677	0.061998844	0.21970654	0.09944391	-0.04866457	0.228055	-0.20674753	0.015096188	-0.11071682	0.060750484	0.078112125	6.49E-04	-0.027326584	0.2264328	-0.09672403	-0.0480628	0.07640791	0.14736938	-0.012367249	-0.050786495	-0.1004262	0.2712202	0.08825874	0.10061121	0.002019882	-0.24300003	0.18511534	0.07257366	0.057173252	-0.06733751	-0.06910515	0.1739273	-0.1547947	-0.0295434	0.16299152	-0.11683226	-0.2765026	0.1261282	-0.112564564	-0.24241638	-0.11931944	0.32150078	-0.26197577	-0.11367178	-0.022212505	0.02971077	-6.49E-04	0.022546291	-0.105228424	0.10635424	0.2042594	0.21322155	-0.05075407	-0.16920519	-0.07208824	-0.051907063	-0.2317934	0.1742692	0.075556755	-0.3558674	-0.2848587	-0.2100873	0.002059937	-0.03529787	0.19774246	-0.07627201	0.057421684	0.041028023	8.58E-04	-0.23065138	-0.2593255	0.21807861	0.111088276	0.10739374	-0.29747295	-0.21023083	-0.07890177	-0.23581934	0.051932335	0.080920696	-0.0729928	-0.27904034	0.08389521	-0.040222645	-0.060908318	0.050732136	-0.019552708	0.19269085	0.042835712	0.10470915	-0.18425322	0.014399052	0.085063934	0.09231377	0.041072845	0.13286257	0.10400581	-0.26892805	-0.13425493	-0.15013504	-0.08099747	0.003762245	-0.11333656	-0.032562733	-0.28844738	0.022583485	-0.061247826	-0.06194353	-0.039078712	-0.031037807	-0.13899279	-0.068415165	-0.049455166	-0.107887745	0.17576075	0.1847744	-0.001336098	0.006386757
AI987712		ILMN_1212714	0.09586811	0.064333916	-0.040146828	0.085029125	-0.043304443	-0.10172701	-0.006956101	0.16825485	-0.006430149	-0.02571106	-0.0426383	0.00830555	0.09733009	0.07538986	-0.06570721	0.052584648	0.084195614	-0.08217144	0.070286274	0.051869392	0.02244711	0.03706312	0.09945822	-0.10414934	0.006755829	-0.003502369	-0.021259308	4.89E-04	0.015253067	-0.028752327	-0.037197113	0.02031517	-4.89E-04	0.10079241	0.07806873	0.045503616	-0.0998683	-0.18135595	0.024320126	-0.010279179	0.03013897	-0.053306103	0.11619854	-0.0442791	0.09531021	0.012719631	0.024199963	-0.091436386	-0.1266408	0.10030985	-0.11744118	-0.019738197	-0.1355586	-0.087281704	-0.09327507	-0.1780715	-0.19561529	-0.1379838	-0.1192646	0.04863119	0.053625107	-0.050876617	-0.008910656	0.048029423	0.013794422	0.066307545	0.14466906	0.032548904	0.02094078	0.23845863	-0.029712677	-0.026691914	-0.015122414	-0.028116226	0.029975414	0.08461809	-0.019279957	0.13244867	-0.049162388	-0.023207188	-0.037832737	0.11228752	-0.047428608	-0.14231586	-0.07230568	0.07918787	-0.04701519	-0.069895744	-0.02329588	-0.11765385	0.22524881	0.04855585	-0.06583643	0.019569874	0.04220915	-0.06657362	0.009615898	-0.06821442	0.06393337	-0.10948706	0.015069962	0.052427292	0.003016949	-0.17738056	-0.12300682	-0.004241943	0.030038834	0.004279137	-0.16803646	-9.51E-04	0.061823368	-0.14301872	-0.003057003	0.08507967	0.14171886	0.010504723	-0.07068682	-0.08713722	-0.13088417	0.051655293	0.064637184	0.008467197	-0.09924078	-0.0906477	0.005488873	-0.023103237	0.055174828	-0.07918358	-0.040876865	-0.17911148	0.0824461	0.08835602	0.06496143
Cd300e	217306	ILMN_1212716	0.24838114	0.042316437	-0.20056963	-0.10741329	-0.25088358	-0.24743366	0.09241629	-0.1166563	0.12705278	-0.085838795	-0.101011276	-0.082401276	-0.122630596	-0.14647484	0.37935352	0.2242384	0.10348129	-0.049329758	-0.2073946	-0.002093315	0.07451105	0.4406042	0.08186054	-0.13636446	-0.013224125	0.050289154	-0.004967213	0.1813078	-0.025279999	-0.1357398	-0.3736663	-0.15836573	-0.027960777	-0.13549566	-0.010331631	0.0256567	-0.13181925	-0.05880642	-0.20854187	0.09534979	-0.043109894	-0.008884907	0.064911366	0.06638718	0.023091316	0.40545654	0.07160187	-0.323905	0.46302605	0.2076335	0.050531387	0.001813889	0.38275146	0.19485092	0.03472042	-0.15656376	-0.13766432	0.15339947	0.007900238	0.022162914	-0.0483737	-0.088748455	-0.17002296	-0.005462647	-0.16565228	-0.09213066	-0.07678366	0.25459814	-0.06131029	0.20154095	0.1174283	0.32482576	0.013343811	-0.09622908	0.09782839	-0.004161835	-0.04357767	0.28602123	0.42730904	0.26870394	0.5053406	0.39459658	0.047210217	0.0981617	0.42044067	0.17206907	-0.065989494	0.015062332	0.6150279	0.110357285	0.32397127	0.22576189	0.30504704	0.051798344	0.1312046	0.5763521	0.36210346	-0.001814365	0.31053925	0.20154095	0.06315899	-0.025134087	0.14953852	-0.21705198	0.010182381	0.05151081	-0.032810688	-0.022903442	-0.15570211	0.14466715	-0.30751848	-0.13308144	0.2771349	0.25864744	0.12487793	-0.021532536	0.13278103	-0.13308144	-0.018071651	-0.08365154	-0.24657059	0.010806084	0.017296791	-0.015708447	-0.080759525	0.14774561	-0.15706778	-0.13737345	-0.20980263	-0.13806963	-0.04906845	-0.28500462	-0.037651062
Tgif1	21815	ILMN_1212717	-0.16441345	-0.12660313	0.12044144	-0.02452755	-0.09841442	-0.15655756	0.0479455	-0.16069031	-0.20075607	-0.037840843	-0.08897686	-0.121230125	-0.048586845	-0.15951395	-0.15983772	-0.2621951	-0.2279172	-0.14019203	-0.025584698	-0.17320204	-0.15687084	-0.1889863	-0.1723404	-0.13228083	-0.08866024	-0.07235575	0.011603832	-0.08325958	0.027207851	0.00479126	-0.13526106	-0.089187145	0.06690407	0.010895252	0.032556534	-0.11694431	0.11314869	0.23250008	-0.039936066	0.075068474	0.14269352	0.15743923	0.047483444	0.1611166	0.23975372	0.15460539	0.21157217	0.2342	0.121592045	0.2989254	0.15463114	0.40488243	0.22996902	0.060247898	0.08499384	-0.014577866	-0.042657852	-0.1463294	0.17754173	0.38916302	0.100138664	-0.10865545	-0.08247614	-0.18250751	-0.025148869	-0.11359882	-0.26370335	-0.21125174	-0.024607658	0.12942839	-0.1562972	-0.04464245	-0.21402979	-0.22586155	-0.12727737	0.03626442	-0.08589363	0.031715393	-0.06892824	0.121520996	0.023670673	0.015073299	0.47035456	0.18532467	0.14397764	0.17015123	0.19039679	-0.035150528	-0.0723362	0.34990644	0.020355701	0.12540913	-0.10231209	0.03444147	-0.052845955	0.052933693	0.25316143	0.19012833	-0.027677536	0.032893658	0.036625862	0.010708332	-0.1926117	0.036024094	0.016025066	0.002089977	-0.04669857	-0.12505293	-0.09408569	-0.06033516	-0.04960823	0.03184557	-0.011365414	0.14423084	0.027207851	-0.0724988	0.00479126	0.08298206	7.77E-04	-0.018919945	0.038655758	-0.1396265	-0.036897182	-0.118462086	0.07168341	-0.06494331	-0.0916419	-0.014174461	-0.049396515	-0.0569911	0.036024094	0.054563046	-0.11424065
Prnpip1	140546	ILMN_1212720	0.40054512	0.16026783	0.05872059	0.29643297	0.10001707	0.1276288	0.16232538	0.23978281	0.2771263	0.14636374	0.13064337	0.17960644	-0.20001602	0.15901613	0.06436396	0.18891811	0.29901743	0.13690996	0.12034845	-0.061934948	0.26343727	0.2538247	0.026289463	0.077442646	0.17986202	0.2576251	-0.009977341	0.07206774	0.40204477	0.20559835	0.26656818	0.31445122	0.22946692	-9.02E-04	0.40843153	-0.11544275	0.18783808	-0.12446976	-0.024531364	-0.22155094	-0.08712578	-0.015639782	-0.26846123	-0.15248871	-0.293262	-0.14797068	-0.23325586	-0.051709175	-0.29381514	-0.28033638	-0.105914116	-0.32957172	0.06379509	-0.25198936	-0.24044037	-0.20711517	0.107638836	-0.26511002	-0.14177227	0.028205872	-0.1172266	-0.093426704	-0.120895386	0.021398544	0.0294981	0.1580162	0.093464375	0.13357115	0.043643475	0.010957241	-0.1486125	0.12134075	-0.007679462	-0.001921177	0.12096882	-0.26247454	-0.1567936	0.025456429	0.06188488	-0.022633076	-0.00907135	0.14555454	-0.102089405	-0.15914583	-0.08592367	0.16635418	0.05065298	-0.012007713	-0.07250881	-0.020889759	-0.0921278	0.25052023	0.13391924	0.019596577	0.07040596	0.19240046	-0.040682793	0.07511759	0.18635511	-0.057892323	0.03190899	0.004601002	0.11348581	0.082479954	0.016119957	-0.15003586	0.06690693	-0.001954556	-0.01001358	-0.11360121	0.11772823	-0.029405594	-0.045047283	0.20993137	-0.037567616	0.006701469	-0.07006216	0.10189533	-0.06356001	-0.03581047	0.01807642	-0.005307198	0.020921707	-0.05863571	0.041878223	-0.027523518	-0.08285856	-0.1110487	-0.09648991	-0.001193047	0.09927416	0.05414009	-0.097803116
Msmb	17695	ILMN_1212724	0.057198048	-0.031291008	0.03767538	0.11759281	-0.12104893	0.095733166	-0.02413845	0.076704025	-0.06910753	0.024337292	-0.147264	0.11153984	0.116316795	-0.034890175	-0.08911514	-0.15631008	0.088710785	-0.2444892	-0.015557766	-0.035296917	0.049909115	0.032223225	-0.15042543	0.070979595	-0.026769638	0.051030636	0.15253544	-0.065672874	-0.05657959	0.10519886	-0.019453049	-0.043163776	-0.09801912	0.042753696	0.118133545	0.09532642	-0.035965443	0.017382622	0.14102316	-0.10583258	-0.13979101	-0.0444355	0.15837908	0.18707752	-0.27569818	-0.15075111	-0.16979504	-0.104715824	0.039052963	0.12009525	-0.2911501	0.29629755	0.18572187	-0.40314817	0.11627817	0.20864153	-0.15002775	-0.14794636	-0.1490922	-0.028243065	0.15216303	0.13620663	-0.037425995	0.033634186	0.039196968	0.005149841	-0.022044182	-0.016168594	0.03123045	0.20625925	-0.034516335	0.01189661	-0.13861561	-0.041710854	0.10154009	0.016593933	-0.06222868	-0.05530739	-0.10094452	-0.054335117	0.03869915	0.003777027	-0.25759554	-0.10133886	0.07505417	-0.03156662	0.11302805	0.01072216	0.03586912	0.18959475	0.016819	-0.22146606	-0.03853321	0.002219677	0.026265144	-0.035332203	0.001799107	0.06852007	3.97E-04	-0.021185398	0.065262794	0.01595974	-0.07631922	-0.038885593	-0.0978117	-0.0811038	-0.120391846	0.002594948	-0.05209589	-0.031379223	-0.008089542	0.16409445	0.041147232	0.2067275	-0.13914347	0.083287716	0.030753613	-0.021963596	0.12207174	0.10517979	-0.06351328	0.059428215	0.01774931	-0.059734344	0.020284653	0.029646873	-0.10217714	-0.07916832	0.1374507	6.18E-04	-0.09611273	-0.034890175	0.04545927
LOC383750		ILMN_1212729	-0.14655638	-0.040393353	0.093428135	0.012025356	0.07974434	-0.033863068	0.022298813	-0.068623066	0.12685442	-0.08116913	0.095311165	-0.014882088	-0.041318417	0.052802563	0.07796192	0.020370007	0.1469307	-0.12558937	0.035275936	-0.08832216	-0.024063587	-0.09562826	-0.04300785	0.11333227	-0.047854424	-0.03480339	-0.071950436	-0.0819602	-0.12083721	0.11169338	0.011036396	-0.049616814	-0.070543766	0.15412045	-0.037078857	-0.036441326	-0.098174095	-0.10826874	0.25230408	-0.108724594	0.08605862	-0.112350464	-0.1588335	0.15331936	-0.002358437	-0.037956715	-0.04515791	0.14774275	0.051416874	-0.19159889	0.21812963	-0.060068607	0.09918213	0.1709814	-0.03235817	0.12647104	0.14845085	0.12922382	-0.15542555	0.026341438	-0.08440876	-0.22094822	0.047359467	-0.0321908	0.09685612	0.001113892	-0.020990849	-5.98E-04	0.1997695	0.12991762	-0.07707453	0.05760002	-0.091682434	0.018390656	-0.011552334	0.067127705	0.14864159	-0.032539845	-0.019156456	-0.07087946	0.05639839	0.10613108	0.058547497	0.015172958	-0.12794065	-0.10542297	-0.01061964	0.010132313	-0.015227795	0.059325695	0.09942055	-0.021457672	0.041466236	-0.10893965	-0.018788815	-0.053322792	0.42931366	5.98E-04	0.04955387	-0.006550789	-0.018876553	-0.0683794	-0.001516342	0.08456993	-0.07949114	0.015268326	0.085213184	0.079087734	0.04478693	-0.08292341	0.028640747	0.029677868	0.041219234	-0.15706253	-0.049566746	-0.019107342	0.058403492	0.120224476	-0.041283607	0.06945944	0.0947876	0.040721416	0.02015829	-0.029825687	0.011479855	-0.061246395	-0.041437626	0.035984516	0.0562768	-0.055766582	0.026573181	-6.48E-04	-0.082752705
Ptf1a		ILMN_1212730	0.066441536	0.09134674	0.12636423	0.09972477	0.067887306	0.092261314	0.024310112	0.14854765	0.06256199	-0.020062923	0.09865141	0.09917545	-0.013305664	0.038981438	0.102763176	0.11421299	0.02054882	0.00662756	0.009489059	0.1030345	-0.11668205	0.12418604	-0.059484005	-0.02722454	0.032815933	0.00844717	0.057518482	-0.065173626	0.19629097	0.05976677	0.13644361	0.18203354	-0.007156849	0.18930244	-0.026216507	0.034546375	-0.020872593	0.026586056	-0.09608173	-0.19554424	-0.2083559	-0.101614475	0.025250435	-0.14508772	-0.13853312	-0.060376644	-0.063195705	0.06737852	-0.18345928	-0.025880337	-0.076581955	0.017746925	0.013106346	0.12403679	-0.01746416	-0.046537876	6.82E-04	0.03133869	-0.08684778	-0.112098694	-0.008424282	-0.21310043	-0.24780989	0.14897919	-0.07025051	0.05638361	0.013138294	0.015801907	-0.05713463	-0.11978483	0.09120464	0.0987978	0.017289639	-0.06519508	0.006885052	-0.062927246	-0.22366953	-0.007978916	0.08192444	0.031793118	-6.82E-04	-0.002509117	0.027392387	0.01533699	-0.018216133	-0.007716656	0.059372425	0.002150536	0.025485992	0.27418613	-0.18548536	-0.09793711	0.053257942	0.070384026	-0.051530838	-0.044299603	-0.10720253	-0.11429739	-0.102757454	-0.001856804	-0.09882355	0.05396986	-0.08594656	0.049242496	0.001288891	0.08007431	-0.027352333	0.042531013	0.03328705	-0.04155159	0.11130953	-0.06731701	0.041517258	-0.063072205	0.040759087	-0.006795406	-0.004504681	0.13947916	0.09635401	-0.0957942	0.025009632	-0.018162727	-0.010020733	-0.12201166	-0.002010822	-0.024183273	0.03997135	-0.017276764	0.04277897	0.08592701	-0.001802445	0.04048252	-0.007174015
5330430C04Rik		ILMN_1212732	0.0707593	0.053345203	-0.06396675	0.030143738	0.048900604	0.03359604	0.16042328	-0.004539967	-0.065647125	-0.021622658	-0.055296898	0.020570755	-0.058398247	0.014715195	0.003013134	0.11191368	0.19420195	-0.13151884	0.001772404	-0.24974632	0.016280651	-0.082438946	0.001163483	-0.021753311	0.064472675	0.014448643	-0.019524574	-0.04377222	-0.01897192	0.094154835	0.001355648	0.022482872	-0.120696545	0.10041809	-0.05233383	-0.09752035	0.11413717	0.039886475	0.059433937	-0.009137154	0.15715504	-0.028195858	0.09601784	-0.05598879	0.10452509	0.17371273	-0.059720993	-0.025204182	0.07183504	-0.17838955	0.02559805	-0.053887844	-0.010638714	-0.048789024	-0.0932827	0.065550804	-7.41E-04	0.05520916	0.089369774	0.06274176	0.020082474	-0.10010195	-0.07961559	0.018743515	0.020462513	-0.02724266	-0.044150352	5.01E-05	-0.04617834	0.06355238	0.12497759	-0.008248806	-0.19428062	0.019157887	-0.06072092	-0.06063938	0.007798195	-0.036087513	0.040240288	-0.03566885	-0.0910697	0.021677494	-0.1507225	-0.04528761	0.029260635	0.044764042	0.038784504	0.08136654	-0.06457186	0.2302928	-0.11725187	0.052119255	0.03680992	0.041526794	0.052199364	0.020014763	0.036230087	-0.002569199	0.014035702	-0.032102108	-0.05372286	0.055006027	-0.11199236	0.017501354	-0.013576031	-0.07626152	0.003460884	0.041601658	0.07014656	0.056964874	0.053660393	0.038434982	-0.06420374	-0.16133547	-0.003004074	0.026121616	0.02293396	-0.033816338	-5.05E-05	-0.016509533	0.011564255	-0.10739899	-0.010654926	0.002752304	-0.008315563	0.011854649	0.07006407	-0.041007042	0.05165863	-0.04382038	-0.035651207	-0.018767357	-0.006669521
